CensusYear,Sex,Single Year of Age,Administrative Counties,VALUE
2022,Female,55,Clare County Council,891
2022,Female,55,Cork City Council,1271
2022,Female,55,Cork County Council,2229
2022,Female,55,Kerry County Council,1045
2022,Female,55,Limerick City & County Council,1210
2022,Female,55,Tipperary County Council,1139
2022,Female,55,Waterford City & County Council,814
2022,Female,55,Galway City Council,471
2022,Female,55,Galway County Council,1234
2022,Female,55,Leitrim County Council,233
2022,Female,55,Mayo  County Council,938
2022,Female,55,Roscommon County Council,474
2022,Female,55,Sligo County Council,461
2022,Female,55,Cavan County Council,511
2022,Female,55,Donegal County Council,1133
2022,Female,55,Monaghan County Council,402
2022,Female,56,Ireland,31279
2022,Female,56,Carlow County Council,418
2022,Female,56,Dublin City Council,3208
2022,Female,56,Dún Laoghaire Rathdown County Council,1442
2022,Female,56,Fingal County Council,1805
2022,Female,56,South Dublin County Council,1548
2022,Female,56,Kildare County Council,1483
2022,Female,56,Kilkenny County Council,674
2022,Female,56,Laois County Council,539
2022,Female,56,Longford County Council,256
2022,Female,56,Louth County Council,875
2022,Female,56,Meath County Council,1267
2022,Female,56,Offaly County Council,530
2022,Female,56,Westmeath County Council,588
2022,Female,56,Wexford County Council,1081
2022,Female,56,Wicklow County Council,1017
2022,Female,56,Clare County Council,911
2022,Female,56,Cork City Council,1334
2022,Female,56,Cork County Council,2345
2022,Female,56,Kerry County Council,1096
2022,Female,56,Limerick City & County Council,1218
2022,Female,56,Tipperary County Council,1053
2022,Female,56,Waterford City & County Council,821
2022,Female,56,Galway City Council,445
2022,Female,56,Galway County Council,1210
2022,Female,56,Leitrim County Council,233
2022,Female,56,Mayo  County Council,970
2022,Female,56,Roscommon County Council,452
2022,Female,56,Sligo County Council,473
2022,Female,56,Cavan County Council,488
2022,Female,56,Donegal County Council,1136
2022,Female,56,Monaghan County Council,363
2022,Female,57,Ireland,31764
2022,Female,57,Carlow County Council,385
2022,Female,57,Dublin City Council,3273
2022,Female,57,Dún Laoghaire Rathdown County Council,1500
2022,Female,57,Fingal County Council,1773
2022,Female,57,South Dublin County Council,1755
2022,Female,57,Kildare County Council,1470
2022,Female,57,Kilkenny County Council,709
2022,Female,57,Laois County Council,532
2022,Female,57,Longford County Council,263
2022,Female,57,Louth County Council,831
2022,Female,57,Meath County Council,1291
2022,Female,57,Offaly County Council,528
2022,Female,57,Westmeath County Council,646
2022,Female,57,Wexford County Council,1178
2022,Female,57,Wicklow County Council,1073
2022,Female,57,Clare County Council,824
2022,Female,57,Cork City Council,1366
2022,Female,57,Cork County Council,2305
2022,Female,57,Kerry County Council,1085
2022,Female,57,Limerick City & County Council,1295
2022,Female,57,Tipperary County Council,1076
2022,Female,57,Waterford City & County Council,844
2022,Female,57,Galway City Council,444
2022,Female,57,Galway County Council,1244
2022,Female,57,Leitrim County Council,231
2022,Female,57,Mayo  County Council,948
2022,Female,57,Roscommon County Council,432
2022,Female,57,Sligo County Council,448
2022,Female,57,Cavan County Council,476
2022,Female,57,Donegal County Council,1131
2022,Female,57,Monaghan County Council,408
2022,Female,58,Ireland,30660
2022,Female,58,Carlow County Council,368
2022,Female,58,Dublin City Council,3196
2022,Female,58,Dún Laoghaire Rathdown County Council,1478
2022,Female,58,Fingal County Council,1705
2022,Female,58,South Dublin County Council,1644
2022,Female,58,Kildare County Council,1407
2022,Female,58,Kilkenny County Council,642
2022,Female,58,Laois County Council,541
2022,Female,58,Longford County Council,232
2022,Female,58,Louth County Council,802
2022,Female,58,Meath County Council,1242
2022,Female,58,Offaly County Council,500
2022,Female,58,Westmeath County Council,586
2022,Female,58,Wexford County Council,1096
2022,Female,58,Wicklow County Council,993
2022,Female,58,Clare County Council,848
2022,Female,58,Cork City Council,1369
2022,Female,58,Cork County Council,2176
2022,Female,58,Kerry County Council,1013
2022,Female,58,Limerick City & County Council,1225
2022,Female,58,Tipperary County Council,1114
2022,Female,58,Waterford City & County Council,819
2022,Female,58,Galway City Council,411
2022,Female,58,Galway County Council,1193
2022,Female,58,Leitrim County Council,241
2022,Female,58,Mayo  County Council,932
2022,Female,58,Roscommon County Council,462
2022,Female,58,Sligo County Council,480
2022,Female,58,Cavan County Council,496
2022,Female,58,Donegal County Council,1055
2022,Female,58,Monaghan County Council,394
2022,Female,59,Ireland,30000
2022,Female,59,Carlow County Council,360
2022,Female,59,Dublin City Council,3205
2022,Female,59,Dún Laoghaire Rathdown County Council,1499
2022,Female,59,Fingal County Council,1669
2022,Female,59,South Dublin County Council,1587
2022,Female,59,Kildare County Council,1320
2022,Female,59,Kilkenny County Council,672
2022,Female,59,Laois County Council,466
2022,Female,59,Longford County Council,272
2022,Female,59,Louth County Council,808
2022,Female,59,Meath County Council,1139
2022,Female,59,Offaly County Council,467
2022,Female,59,Westmeath County Council,574
2022,Female,59,Wexford County Council,1067
2022,Female,59,Wicklow County Council,970
2022,Female,59,Clare County Council,823
2022,Female,59,Cork City Council,1354
2022,Female,59,Cork County Council,2109
2022,Female,59,Kerry County Council,1023
2022,Female,59,Limerick City & County Council,1223
2022,Female,59,Tipperary County Council,1074
2022,Female,59,Waterford City & County Council,818
2022,Female,59,Galway City Council,424
2022,Female,59,Galway County Council,1175
2022,Female,59,Leitrim County Council,214
2022,Female,59,Mayo  County Council,881
2022,Female,59,Roscommon County Council,453
2022,Female,59,Sligo County Council,454
2022,Female,59,Cavan County Council,480
2022,Female,59,Donegal County Council,1019
2022,Female,59,Monaghan County Council,401
2022,Female,60,Ireland,29063
2022,Female,60,Carlow County Council,317
2022,Female,60,Dublin City Council,3065
2022,Female,60,Dún Laoghaire Rathdown County Council,1404
2022,Female,60,Fingal County Council,1591
2022,Female,60,South Dublin County Council,1547
2022,Female,60,Kildare County Council,1235
2022,Female,60,Kilkenny County Council,643
2022,Female,60,Laois County Council,459
2022,Female,60,Longford County Council,259
2022,Female,60,Louth County Council,727
2022,Female,60,Meath County Council,1121
2022,Female,60,Offaly County Council,519
2022,Female,60,Westmeath County Council,522
2022,Female,60,Wexford County Council,1035
2022,Female,60,Wicklow County Council,989
2022,Female,60,Clare County Council,757
2022,Female,60,Cork City Council,1327
2022,Female,60,Cork County Council,1978
2022,Female,60,Kerry County Council,1055
2022,Female,60,Limerick City & County Council,1206
2022,Female,60,Tipperary County Council,1055
2022,Female,60,Waterford City & County Council,810
2022,Female,60,Galway City Council,384
2022,Female,60,Galway County Council,1111
2022,Female,60,Leitrim County Council,188
2022,Female,60,Mayo  County Council,927
2022,Female,60,Roscommon County Council,461
2022,Female,60,Sligo County Council,433
2022,Female,60,Cavan County Council,468
2022,Female,60,Donegal County Council,1092
2022,Female,60,Monaghan County Council,378
2022,Female,61,Ireland,28856
2022,Female,61,Carlow County Council,350
2022,Female,61,Dublin City Council,2975
2022,Female,61,Dún Laoghaire Rathdown County Council,1344
2022,Female,61,Fingal County Council,1600
2022,Female,61,South Dublin County Council,1542
2022,Female,61,Kildare County Council,1257
2022,Female,61,Kilkenny County Council,661
2022,Female,61,Laois County Council,509
2022,Female,61,Longford County Council,261
2022,Female,61,Louth County Council,788
2022,Female,61,Meath County Council,1085
2022,Female,61,Offaly County Council,483
2022,Female,61,Westmeath County Council,548
2022,Female,61,Wexford County Council,1085
2022,Female,61,Wicklow County Council,918
2022,Female,61,Clare County Council,737
2022,Female,61,Cork City Council,1310
2022,Female,61,Cork County Council,2073
2022,Female,61,Kerry County Council,990
2022,Female,61,Limerick City & County Council,1139
2022,Female,61,Tipperary County Council,1030
2022,Female,61,Waterford City & County Council,757
2022,Female,61,Galway City Council,420
2022,Female,61,Galway County Council,1175
2022,Female,61,Leitrim County Council,214
2022,Female,61,Mayo  County Council,859
2022,Female,61,Roscommon County Council,437
2022,Female,61,Sligo County Council,469
2022,Female,61,Cavan County Council,461
2022,Female,61,Donegal County Council,996
2022,Female,61,Monaghan County Council,383
2022,Female,62,Ireland,27899
2022,Female,62,Carlow County Council,380
2022,Female,62,Dublin City Council,2866
2022,Female,62,Dún Laoghaire Rathdown County Council,1282
2022,Female,62,Fingal County Council,1540
2022,Female,62,South Dublin County Council,1559
2022,Female,62,Kildare County Council,1156
2022,Female,62,Kilkenny County Council,638
2022,Female,62,Laois County Council,444
2022,Female,62,Longford County Council,233
2022,Female,62,Louth County Council,706
2022,Female,62,Meath County Council,1065
2022,Female,62,Offaly County Council,489
2022,Female,62,Westmeath County Council,517
2022,Female,62,Wexford County Council,974
2022,Female,62,Wicklow County Council,873
2022,Female,62,Clare County Council,738
2022,Female,62,Cork City Council,1244
2022,Female,62,Cork County Council,1916
2022,Female,62,Kerry County Council,974
2022,Female,62,Limerick City & County Council,1196
2022,Female,62,Tipperary County Council,987
2022,Female,62,Waterford City & County Council,735
2022,Female,62,Galway City Council,406
2022,Female,62,Galway County Council,1086
2022,Female,62,Leitrim County Council,200
2022,Female,62,Mayo  County Council,923
2022,Female,62,Roscommon County Council,439
2022,Female,62,Sligo County Council,508
2022,Female,62,Cavan County Council,445
2022,Female,62,Donegal County Council,1033
2022,Female,62,Monaghan County Council,347
2022,Female,63,Ireland,26312
2022,Female,63,Carlow County Council,316
2022,Female,63,Dublin City Council,2642
2022,Female,63,Dún Laoghaire Rathdown County Council,1260
2022,Female,63,Fingal County Council,1423
2022,Female,63,South Dublin County Council,1452
2022,Female,63,Kildare County Council,1121
2022,Female,63,Kilkenny County Council,568
2022,Female,63,Laois County Council,432
2022,Female,63,Longford County Council,237
2022,Female,63,Louth County Council,659
2022,Female,63,Meath County Council,980
2022,Female,63,Offaly County Council,443
2022,Female,63,Westmeath County Council,486
2022,Female,63,Wexford County Council,918
2022,Female,63,Wicklow County Council,811
2022,Female,63,Clare County Council,794
2022,Female,63,Cork City Council,1167
2022,Female,63,Cork County Council,1861
2022,Female,63,Kerry County Council,989
2022,Female,63,Limerick City & County Council,1046
2022,Female,63,Tipperary County Council,930
2022,Female,63,Waterford City & County Council,694
2022,Female,63,Galway City Council,380
2022,Female,63,Galway County Council,1056
2022,Female,63,Leitrim County Council,211
2022,Female,63,Mayo  County Council,872
2022,Female,63,Roscommon County Council,415
2022,Female,63,Sligo County Council,396
2022,Female,63,Cavan County Council,406
2022,Female,63,Donegal County Council,982
2022,Female,63,Monaghan County Council,365
2022,Female,64,Ireland,26109
2022,Female,64,Carlow County Council,323
2022,Female,64,Dublin City Council,2624
2022,Female,64,Dún Laoghaire Rathdown County Council,1212
2022,Female,64,Fingal County Council,1310
2022,Female,64,South Dublin County Council,1445
2022,Female,64,Kildare County Council,1084
2022,Female,64,Kilkenny County Council,558
2022,Female,64,Laois County Council,419
2022,Female,64,Longford County Council,230
2022,Female,64,Louth County Council,658
2022,Female,64,Meath County Council,937
2022,Female,64,Offaly County Council,405
2022,Female,64,Westmeath County Council,498
2022,Female,64,Wexford County Council,919
2022,Female,64,Wicklow County Council,842
2022,Female,64,Clare County Council,719
2022,Female,64,Cork City Council,1147
2022,Female,64,Cork County Council,1828
2022,Female,64,Kerry County Council,1011
2022,Female,64,Limerick City & County Council,1109
2022,Female,64,Tipperary County Council,974
2022,Female,64,Waterford City & County Council,692
2022,Female,64,Galway City Council,373
2022,Female,64,Galway County Council,1075
2022,Female,64,Leitrim County Council,211
2022,Female,64,Mayo  County Council,934
2022,Female,64,Roscommon County Council,454
2022,Female,64,Sligo County Council,438
2022,Female,64,Cavan County Council,412
2022,Female,64,Donegal County Council,916
2022,Female,64,Monaghan County Council,352
2022,Female,65,Ireland,25183
2022,Female,65,Carlow County Council,306
2022,Female,65,Dublin City Council,2545
2022,Female,65,Dún Laoghaire Rathdown County Council,1226
2022,Female,65,Fingal County Council,1309
2022,Female,65,South Dublin County Council,1450
2022,Female,65,Kildare County Council,1040
2022,Female,65,Kilkenny County Council,543
2022,Female,65,Laois County Council,419
2022,Female,65,Longford County Council,261
2022,Female,65,Louth County Council,678
2022,Female,65,Meath County Council,916
2022,Female,65,Offaly County Council,400
2022,Female,65,Westmeath County Council,488
2022,Female,65,Wexford County Council,841
2022,Female,65,Wicklow County Council,784
2022,Female,65,Clare County Council,650
2022,Female,65,Cork City Council,1064
2022,Female,65,Cork County Council,1718
2022,Female,65,Kerry County Council,926
2022,Female,65,Limerick City & County Council,1089
2022,Female,65,Tipperary County Council,915
2022,Female,65,Waterford City & County Council,641
2022,Female,65,Galway City Council,383
2022,Female,65,Galway County Council,1039
2022,Female,65,Leitrim County Council,222
2022,Female,65,Mayo  County Council,856
2022,Female,65,Roscommon County Council,404
2022,Female,65,Sligo County Council,433
2022,Female,65,Cavan County Council,406
2022,Female,65,Donegal County Council,881
2022,Female,65,Monaghan County Council,350
2022,Female,66,Ireland,24662
2022,Female,66,Carlow County Council,286
2022,Female,66,Dublin City Council,2490
2022,Female,66,Dún Laoghaire Rathdown County Council,1166
2022,Female,66,Fingal County Council,1300
2022,Female,66,South Dublin County Council,1435
2022,Female,66,Kildare County Council,1065
2022,Female,66,Kilkenny County Council,492
2022,Female,66,Laois County Council,389
2022,Female,66,Longford County Council,220
2022,Female,66,Louth County Council,605
2022,Female,66,Meath County Council,872
2022,Female,66,Offaly County Council,436
2022,Female,66,Westmeath County Council,463
2022,Female,66,Wexford County Council,844
2022,Female,66,Wicklow County Council,794
2022,Female,66,Clare County Council,704
2022,Female,66,Cork City Council,1045
2022,Female,66,Cork County Council,1762
2022,Female,66,Kerry County Council,890
2022,Female,66,Limerick City & County Council,1049
2022,Female,66,Tipperary County Council,886
2022,Female,66,Waterford City & County Council,652
2022,Female,66,Galway City Council,341
2022,Female,66,Galway County Council,1025
2022,Female,66,Leitrim County Council,182
2022,Female,66,Mayo  County Council,854
2022,Female,66,Roscommon County Council,411
2022,Female,66,Sligo County Council,406
2022,Female,66,Cavan County Council,424
2022,Female,66,Donegal County Council,881
2022,Female,66,Monaghan County Council,293
2022,Female,67,Ireland,24524
2022,Female,67,Carlow County Council,291
2022,Female,67,Dublin City Council,2399
2022,Female,67,Dún Laoghaire Rathdown County Council,1158
2022,Female,67,Fingal County Council,1237
2022,Female,67,South Dublin County Council,1403
2022,Female,67,Kildare County Council,1098
2022,Female,67,Kilkenny County Council,524
2022,Female,67,Laois County Council,380
2022,Female,67,Longford County Council,213
2022,Female,67,Louth County Council,606
2022,Female,67,Meath County Council,946
2022,Female,67,Offaly County Council,389
2022,Female,67,Westmeath County Council,474
2022,Female,67,Wexford County Council,847
2022,Female,67,Wicklow County Council,778
2022,Female,67,Clare County Council,689
2022,Female,67,Cork City Council,952
2022,Female,67,Cork County Council,1783
2022,Female,67,Kerry County Council,944
2022,Female,67,Limerick City & County Council,1043
2022,Female,67,Tipperary County Council,896
2022,Female,67,Waterford City & County Council,656
2022,Female,67,Galway City Council,329
2022,Female,67,Galway County Council,999
2022,Female,67,Leitrim County Council,228
2022,Female,67,Mayo  County Council,864
2022,Female,67,Roscommon County Council,414
2022,Female,67,Sligo County Council,386
2022,Female,67,Cavan County Council,374
2022,Female,67,Donegal County Council,911
2022,Female,67,Monaghan County Council,313
2022,Female,68,Ireland,23018
2022,Female,68,Carlow County Council,274
2022,Female,68,Dublin City Council,2139
2022,Female,68,Dún Laoghaire Rathdown County Council,1112
2022,Female,68,Fingal County Council,1213
2022,Female,68,South Dublin County Council,1350
2022,Female,68,Kildare County Council,952
2022,Female,68,Kilkenny County Council,495
2022,Female,68,Laois County Council,381
2022,Female,68,Longford County Council,205
2022,Female,68,Louth County Council,578
2022,Female,68,Meath County Council,824
2022,Female,68,Offaly County Council,399
2022,Female,68,Westmeath County Council,438
2022,Female,68,Wexford County Council,857
2022,Female,68,Wicklow County Council,675
2022,Female,68,Clare County Council,648
2022,Female,68,Cork City Council,944
2022,Female,68,Cork County Council,1691
2022,Female,68,Kerry County Council,864
2022,Female,68,Limerick City & County Council,931
2022,Female,68,Tipperary County Council,823
2022,Female,68,Waterford City & County Council,585
2022,Female,68,Galway City Council,366
2022,Female,68,Galway County Council,925
2022,Female,68,Leitrim County Council,202
2022,Female,68,Mayo  County Council,799
2022,Female,68,Roscommon County Council,393
2022,Female,68,Sligo County Council,409
2022,Female,68,Cavan County Council,393
2022,Female,68,Donegal County Council,844
2022,Female,68,Monaghan County Council,309
2022,Female,69,Ireland,23375
2022,Female,69,Carlow County Council,311
2022,Female,69,Dublin City Council,2244
2022,Female,69,Dún Laoghaire Rathdown County Council,1100
2022,Female,69,Fingal County Council,1193
2022,Female,69,South Dublin County Council,1416
2022,Female,69,Kildare County Council,983
2022,Female,69,Kilkenny County Council,523
2022,Female,69,Laois County Council,377
2022,Female,69,Longford County Council,221
2022,Female,69,Louth County Council,569
2022,Female,69,Meath County Council,836
2022,Female,69,Offaly County Council,354
2022,Female,69,Westmeath County Council,448
2022,Female,69,Wexford County Council,810
2022,Female,69,Wicklow County Council,722
2022,Female,69,Clare County Council,616
2022,Female,69,Cork City Council,983
2022,Female,69,Cork County Council,1724
2022,Female,69,Kerry County Council,928
2022,Female,69,Limerick City & County Council,1007
2022,Female,69,Tipperary County Council,848
2022,Female,69,Waterford City & County Council,616
2022,Female,69,Galway City Council,354
2022,Female,69,Galway County Council,941
2022,Female,69,Leitrim County Council,202
2022,Female,69,Mayo  County Council,771
2022,Female,69,Roscommon County Council,352
2022,Female,69,Sligo County Council,403
2022,Female,69,Cavan County Council,364
2022,Female,69,Donegal County Council,863
2022,Female,69,Monaghan County Council,296
2022,Female,70,Ireland,21897
2022,Female,70,Carlow County Council,245
2022,Female,70,Dublin City Council,2175
2022,Female,70,Dún Laoghaire Rathdown County Council,1052
2022,Female,70,Fingal County Council,1140
2022,Female,70,South Dublin County Council,1327
2022,Female,70,Kildare County Council,866
2022,Female,70,Kilkenny County Council,491
2022,Female,70,Laois County Council,369
2022,Female,70,Longford County Council,189
2022,Female,70,Louth County Council,544
2022,Female,70,Meath County Council,766
2022,Female,70,Offaly County Council,366
2022,Female,70,Westmeath County Council,374
2022,Female,70,Wexford County Council,740
2022,Female,70,Wicklow County Council,676
2022,Female,70,Clare County Council,626
2022,Female,70,Cork City Council,901
2022,Female,70,Cork County Council,1560
2022,Female,70,Kerry County Council,811
2022,Female,70,Limerick City & County Council,964
2022,Female,70,Tipperary County Council,832
2022,Female,70,Waterford City & County Council,578
2022,Female,70,Galway City Council,291
2022,Female,70,Galway County Council,900
2022,Female,70,Leitrim County Council,179
2022,Female,70,Mayo  County Council,771
2022,Female,70,Roscommon County Council,361
2022,Female,70,Sligo County Council,357
2022,Female,70,Cavan County Council,330
2022,Female,70,Donegal County Council,803
2022,Female,70,Monaghan County Council,313
2022,Female,71,Ireland,21236
2022,Female,71,Carlow County Council,259
2022,Female,71,Dublin City Council,2042
2022,Female,71,Dún Laoghaire Rathdown County Council,1016
2022,Female,71,Fingal County Council,1008
2022,Female,71,South Dublin County Council,1307
2022,Female,71,Kildare County Council,858
2022,Female,71,Kilkenny County Council,426
2022,Female,71,Laois County Council,305
2022,Female,71,Longford County Council,191
2022,Female,71,Louth County Council,542
2022,Female,71,Meath County Council,792
2022,Female,71,Offaly County Council,353
2022,Female,71,Westmeath County Council,361
2022,Female,71,Wexford County Council,717
2022,Female,71,Wicklow County Council,640
2022,Female,71,Clare County Council,595
2022,Female,71,Cork City Council,909
2022,Female,71,Cork County Council,1568
2022,Female,71,Kerry County Council,814
2022,Female,71,Limerick City & County Council,941
2022,Female,71,Tipperary County Council,751
2022,Female,71,Waterford City & County Council,553
2022,Female,71,Galway City Council,302
2022,Female,71,Galway County Council,907
2022,Female,71,Leitrim County Council,173
2022,Female,71,Mayo  County Council,777
2022,Female,71,Roscommon County Council,321
2022,Female,71,Sligo County Council,349
2022,Female,71,Cavan County Council,340
2022,Female,71,Donegal County Council,854
2022,Female,71,Monaghan County Council,265
2022,Female,72,Ireland,21159
2022,Female,72,Carlow County Council,278
2022,Female,72,Dublin City Council,2032
2022,Female,72,Dún Laoghaire Rathdown County Council,1076
2022,Female,72,Fingal County Council,1107
2022,Female,72,South Dublin County Council,1251
2022,Female,72,Kildare County Council,881
2022,Female,72,Kilkenny County Council,449
2022,Female,72,Laois County Council,296
2022,Female,72,Longford County Council,217
2022,Female,72,Louth County Council,527
2022,Female,72,Meath County Council,735
2022,Female,72,Offaly County Council,376
2022,Female,72,Westmeath County Council,374
2022,Female,72,Wexford County Council,751
2022,Female,72,Wicklow County Council,678
2022,Female,72,Clare County Council,636
2022,Female,72,Cork City Council,874
2022,Female,72,Cork County Council,1449
2022,Female,72,Kerry County Council,787
2022,Female,72,Limerick City & County Council,924
2022,Female,72,Tipperary County Council,741
2022,Female,72,Waterford City & County Council,571
2022,Female,72,Galway City Council,297
2022,Female,72,Galway County Council,821
2022,Female,72,Leitrim County Council,175
2022,Female,72,Mayo  County Council,762
2022,Female,72,Roscommon County Council,378
2022,Female,72,Sligo County Council,341
2022,Female,72,Cavan County Council,326
2022,Female,72,Donegal County Council,755
2022,Female,72,Monaghan County Council,294
2022,Female,73,Ireland,20134
2022,Female,73,Carlow County Council,228
2022,Female,73,Dublin City Council,2057
2022,Female,73,Dún Laoghaire Rathdown County Council,970
2022,Female,73,Fingal County Council,1053
2022,Female,73,South Dublin County Council,1145
2022,Female,73,Kildare County Council,811
2022,Female,73,Kilkenny County Council,410
2022,Female,73,Laois County Council,281
2022,Female,73,Longford County Council,182
2022,Female,73,Louth County Council,518
2022,Female,73,Meath County Council,753
2022,Female,73,Offaly County Council,332
2022,Female,73,Westmeath County Council,356
2022,Female,73,Wexford County Council,747
2022,Female,73,Wicklow County Council,642
2022,Female,73,Clare County Council,571
2022,Female,73,Cork City Council,842
2022,Female,73,Cork County Council,1491
2022,Female,73,Kerry County Council,769
2022,Female,73,Limerick City & County Council,829
2022,Female,73,Tipperary County Council,755
2022,Female,73,Waterford City & County Council,559
2022,Female,73,Galway City Council,285
2022,Female,73,Galway County Council,787
2022,Female,73,Leitrim County Council,140
2022,Female,73,Mayo  County Council,666
2022,Female,73,Roscommon County Council,298
2022,Female,73,Sligo County Council,322
2022,Female,73,Cavan County Council,307
2022,Female,73,Donegal County Council,767
2022,Female,73,Monaghan County Council,261
2022,Female,74,Ireland,19177
2022,Female,74,Carlow County Council,229
2022,Female,74,Dublin City Council,1922
2022,Female,74,Dún Laoghaire Rathdown County Council,989
2022,Female,74,Fingal County Council,967
2022,Female,74,South Dublin County Council,1008
2022,Female,74,Kildare County Council,766
2022,Female,74,Kilkenny County Council,383
2022,Female,74,Laois County Council,278
2022,Female,74,Longford County Council,179
2022,Female,74,Louth County Council,538
2022,Female,74,Meath County Council,682
2022,Female,74,Offaly County Council,309
2022,Female,74,Westmeath County Council,373
2022,Female,74,Wexford County Council,649
2022,Female,74,Wicklow County Council,575
2022,Female,74,Clare County Council,536
2022,Female,74,Cork City Council,859
2022,Female,74,Cork County Council,1357
2022,Female,74,Kerry County Council,723
2022,Female,74,Limerick City & County Council,873
2022,Female,74,Tipperary County Council,759
2022,Female,74,Waterford City & County Council,500
2022,Female,74,Galway City Council,279
2022,Female,74,Galway County Council,751
2022,Female,74,Leitrim County Council,172
2022,Female,74,Mayo  County Council,626
2022,Female,74,Roscommon County Council,307
2022,Female,74,Sligo County Council,329
2022,Female,74,Cavan County Council,288
2022,Female,74,Donegal County Council,715
2022,Female,74,Monaghan County Council,256
2022,Female,75,Ireland,18294
2022,Female,75,Carlow County Council,197
2022,Female,75,Dublin City Council,1789
2022,Female,75,Dún Laoghaire Rathdown County Council,1043
2022,Female,75,Fingal County Council,939
2022,Female,75,South Dublin County Council,978
2022,Female,75,Kildare County Council,721
2022,Female,75,Kilkenny County Council,377
2022,Female,75,Laois County Council,304
2022,Female,75,Longford County Council,180
2022,Female,75,Louth County Council,476
2022,Female,75,Meath County Council,629
2022,Female,75,Offaly County Council,317
2022,Female,75,Westmeath County Council,344
2022,Female,75,Wexford County Council,636
2022,Female,75,Wicklow County Council,538
2022,Female,75,Clare County Council,551
2022,Female,75,Cork City Council,766
2022,Female,75,Cork County Council,1303
2022,Female,75,Kerry County Council,713
2022,Female,75,Limerick City & County Council,810
2022,Female,75,Tipperary County Council,671
2022,Female,75,Waterford City & County Council,513
2022,Female,75,Galway City Council,255
2022,Female,75,Galway County Council,712
2022,Female,75,Leitrim County Council,133
2022,Female,75,Mayo  County Council,588
2022,Female,75,Roscommon County Council,289
2022,Female,75,Sligo County Council,313
2022,Female,75,Cavan County Council,295
2022,Female,75,Donegal County Council,675
2022,Female,75,Monaghan County Council,239
2022,Female,76,Ireland,17665
2022,Female,76,Carlow County Council,211
2022,Female,76,Dublin City Council,1719
2022,Female,76,Dún Laoghaire Rathdown County Council,946
2022,Female,76,Fingal County Council,879
2022,Female,76,South Dublin County Council,908
2022,Female,76,Kildare County Council,592
2022,Female,76,Kilkenny County Council,410
2022,Female,76,Laois County Council,288
2022,Female,76,Longford County Council,187
2022,Female,76,Louth County Council,506
2022,Female,76,Meath County Council,621
2022,Female,76,Offaly County Council,290
2022,Female,76,Westmeath County Council,300
2022,Female,76,Wexford County Council,625
2022,Female,76,Wicklow County Council,552
2022,Female,76,Clare County Council,498
2022,Female,76,Cork City Council,786
2022,Female,76,Cork County Council,1297
2022,Female,76,Kerry County Council,665
2022,Female,76,Limerick City & County Council,770
2022,Female,76,Tipperary County Council,674
2022,Female,76,Waterford City & County Council,511
2022,Female,76,Galway City Council,276
2022,Female,76,Galway County Council,664
2022,Female,76,Leitrim County Council,139
2022,Female,76,Mayo  County Council,573
2022,Female,76,Roscommon County Council,295
2022,Female,76,Sligo County Council,292
2022,Female,76,Cavan County Council,260
2022,Female,76,Donegal County Council,681
2022,Female,76,Monaghan County Council,250
2022,Female,77,Ireland,15971
2022,Female,77,Carlow County Council,188
2022,Female,77,Dublin City Council,1633
2022,Female,77,Dún Laoghaire Rathdown County Council,888
2022,Female,77,Fingal County Council,783
2022,Female,77,South Dublin County Council,792
2022,Female,77,Kildare County Council,601
2022,Female,77,Kilkenny County Council,337
2022,Female,77,Laois County Council,217
2022,Female,77,Longford County Council,160
2022,Female,77,Louth County Council,430
2022,Female,77,Meath County Council,543
2022,Female,77,Offaly County Council,248
2022,Female,77,Westmeath County Council,308
2022,Female,77,Wexford County Council,567
2022,Female,77,Wicklow County Council,501
2022,Female,77,Clare County Council,452
2022,Female,77,Cork City Council,729
2022,Female,77,Cork County Council,1189
2022,Female,77,Kerry County Council,596
2022,Female,77,Limerick City & County Council,715
2022,Female,77,Tipperary County Council,630
2022,Female,77,Waterford City & County Council,422
2022,Female,77,Galway City Council,246
2022,Female,77,Galway County Council,601
2022,Female,77,Leitrim County Council,123
2022,Female,77,Mayo  County Council,532
2022,Female,77,Roscommon County Council,229
2022,Female,77,Sligo County Council,277
2022,Female,77,Cavan County Council,258
2022,Female,77,Donegal County Council,585
2022,Female,77,Monaghan County Council,191
2022,Female,78,Ireland,14666
2022,Female,78,Carlow County Council,156
2022,Female,78,Dublin City Council,1581
2022,Female,78,Dún Laoghaire Rathdown County Council,867
2022,Female,78,Fingal County Council,676
2022,Female,78,South Dublin County Council,782
2022,Female,78,Kildare County Council,534
2022,Female,78,Kilkenny County Council,307
2022,Female,78,Laois County Council,225
2022,Female,78,Longford County Council,121
2022,Female,78,Louth County Council,408
2022,Female,78,Meath County Council,506
2022,Female,78,Offaly County Council,231
2022,Female,78,Westmeath County Council,271
2022,Female,78,Wexford County Council,547
2022,Female,78,Wicklow County Council,498
2022,Female,78,Clare County Council,377
2022,Female,78,Cork City Council,667
2022,Female,78,Cork County Council,994
2022,Female,78,Kerry County Council,557
2022,Female,78,Limerick City & County Council,633
2022,Female,78,Tipperary County Council,523
2022,Female,78,Waterford City & County Council,411
2022,Female,78,Galway City Council,222
2022,Female,78,Galway County Council,558
2022,Female,78,Leitrim County Council,122
2022,Female,78,Mayo  County Council,469
2022,Female,78,Roscommon County Council,231
